text	label
Warbixin: Gargaarka Daahay ayaa Keenay Dhimashada Badan	wararka
Xubno ka tirsan Congress-ka Mareykanka oo laga helay Coronavirus	maraykanka
Time For International Community to Act Practically, Somalia President Urges	wararka
Xuutiyiinta Yemen oo guulo ka gaaray dagaalka Marib	caalamka
Biden oo kulankii u horreeyay la yeelanaya madaxda ururka G7	maraykanka
Wicitaanka: Maxamuud Xaashi Cabdi	wararka
Nairobi: Yusuf Xasan oo Qarax ku Dhaawacmay	soomaaliya
Ra'isul Wasaaraha Canada oo ka qeybgalay baroordiiqda qoyskii Muslimiinta ahaa	caalamka
Barcelona oo Raadineysa Coutinho iyo Koulibaly	bogga ciyaaraha
Khasaaraha Burcad Badeedda	wararka
Debed-baxayaal Gubay Baarlamaanka Burkina Faso	afrika
Martida Makrafoonka iyo Sh Shariif Sh Axmed	wararka
Good Rains Help Struggling Somalis	wararka
Mahiga:Khilaafka Baarlamanka lama Aqbali karo	wararka
Banaanbaxyada Hong Kong oo Weli Socda	caalamka
DKMG oo Amar ka soo Saartay Dibadbaxyada	wararka
Kurdish-ka: ISIS Waan Ka Qabsanay Sinjar	caalamka
Trump oo Digniin Kale u Jeediyay Pyongyang	maraykanka
Buuq ka Dhacay Shirka magaalada Cadaado	soomaaliya
ICC oo Madax Kenyan ah Dacwad ku soo Oogtay	wararka
Xulka Gabdhaha Somalia oo ka Badiyey Kuwait	wararka
Xuutiyiinta 'oo weeraray' garoon ku yaalla Sacuudiga	caalamka
Trump oo diidey in uu joojiyo ku lug lahaashiyaha Mareykanka ee dagaalka Yemen	maraykanka
ONLF: Shabaab 2 Sarkaal Ayay Naga Dishey	soomaaliya
Wareysi Laba Arday oo Qaraxa ku Dhaawacmay	wararka
Taxanaha Gooni Isu-taagga Somaliland (Q 3aad)	wararka
Radko Mladic oo ku Hoyday Xabsiga Hague	wararka
Nin Gaari Dad Ku Jiirsiiyay New York	maraykanka
Weerar dad lagu dilay oo ka dhacay Faransiiska	caalamka
Soomaalida Britain oo ka Hadlay Ka Bixitaanka EU	caalamka
Al-Shabaab iyo Kenya oo ku kulmay xuduudda	wararka
Muqdisho: 4 Kun oo boolis ah oo loo diyaariyay sugidda ammaanka	soomaaliya
Barn. Faaqidaadda Todobaadka	wararka
Doorashada Madaxtinimada Tunisia	afrika
15 qof oo ku dhintay shil ka dhacay Kenya	afrika
Doorashooyihinkii Kandahar oo dib loo dhigay	caalamka
Israel oo dishay taliye sare oo ka tirsan Islamic Jihad	caalamka
Ethiopia oo laga beddelay hoggaanka ciidamada Amisom	soomaaliya
Raas Caseyr: Doon Kalluumeysi oo la afduubtay	wararka
Guddoomiyaha baarlamanka Garissa oo mooshin laga gudbiyey	afrika
Daroogo 500 oo KG ah oo lagu Gubay Jabuuti	afrika
Maalinta Naafada Caalamka oo la Xusay	soomaaliya
Sirdoonka oo ka Digey in Ruushku uu Faragaliyo Doorashooyinka 2018	maraykanka
Al-Shabab oo Qabsatay Deegaanka Ceel-Cali	soomaaliya
Ra'iisal Wasaare Farmaajo oo ka hadlay Colaadda Gelinsoor	wararka
Warbixin: Maalinta Qaxootiga Adduunka	caalamka
Higuain oo ku biiray Chelsea	bogga ciyaaraha
Ma isfahmi Karaan Madaxda Soomaalida?	wararka
Martida Makrafoonka: Cabdicasiis Sugule	wararka
Qeybo ka mid ah xayiraaddii saarneyd Victoria, Australia oo la qaaday	caalamka
Milateriga & Taageerayaasha Morsi oo Isku Dhacay	afrika
Wareysi: Siyaasadda Sweden oo cakiran	caalamka
Gaadiid ku xanibnaa Afgooye oo la fasaxay	soomaaliya
Afewerki: Wax lug ah kuma lihin colaadda Somalia	wararka
Gaas iyo Monti oo ka Hadlay Shirka London	wararka
Dhakhaatiirta Soomaalida ee Minnesota oo Kulan Qabtay	maraykanka
U.S. Releases a Statement on the TFG Crisis	wararka
Dhageyso Falanqeyn Ku Saabsan Suuqa Kala Iibsiga Ciyaartooyda oo Xirmay	bogga ciyaaraha
Boarma: Waa Sidee Adeegga Iskuulka Baahiyaha Gaarka ah?	soomaaliya
Trump oo Soo Saaraya Amar Fulineed Cusub	maraykanka
Haweeney la sheegay inay is-qarxin rabtay oo lagu toogtay Baardheere	soomaaliya
Everton oo Eriday Koeman	bogga ciyaaraha
Xisbiga Nur Otan oo ku guuleystay doorashadii Kazakhstan	caalamka
Joe Biden oo si rasmi ah loogu caleema saaray musharraxnimada	caalamka
Soomaaliya oo Looga Diyaargaroobayo Ciida	soomaaliya
Wareysi: Hanti-dhowraha Guud ee Somaliland	soomaaliya
Xoghayaha guud ee QM oo baaq kasoo saaray dagaallada Muqdisho	soomaaliya
Dibad Baxyo Waaweyn oo Ka Dhacay Ukraine	caalamka
Tirada dhimashada rabshadaha Ethiopia oo gaartay 239	afrika
Qaraxyadii Brussels: Laba Qof Oo Dacwado lagu Soo Oogay Maanta	caalamka
Taariikhda Caleemo Saarka Madaxweynaha Mareykanka	maraykanka
Muqdisho oo lagu Dilay 2 Sarkaal oo Nabadsugida ka Tirsan	soomaaliya
Djibouti:Weerarkii Garoonka Argagixiso Lug Kuma Laha	soomaaliya
Wareysi: Buugga Dimuqraaddiyaddii Ugu Horeysay ee Afrika	soomaaliya
Wareysi: Xildhibaan Siciid Maxamed Xayd	soomaaliya
Madaxweyne Obama oo la Hadlay Shacabka Kenya	maraykanka
Weerar ka Dhacay Xuduuda Sucuudiga iyo Ciraaq	caalamka
Soomaalida Koonfur Afrika oo Dilal Joogta ah lagu hayo	wararka
Fallaagada Ukraine oo Wareejiyey Meydadka MH17	caalamka
RW Gaas oo ka Hadlay Xiritaanka Xawaaladaha	wararka
Xijaabka oo laga Mabnuucayo Gobolka Quebec, Kanada	caalamka
Al-Shabaab oo sheegatay qarax ka dhacay Gaalkacyo	soomaaliya
Kulankii nabadda Afghanistan ee Moscow oo lasoo geba-gebeeyey	caalamka
Xildhibaano Faragelin ku eedeeyay Jabuuti	wararka
Wadahadalada Iran: Weli Heshiis lagama Gaadhin	caalamka
CPJ: 60 Weriye ayaa la Dilay Sannadkan	caalamka
Weerar iyo dil xalay ka dhacay Muqdisho	soomaaliya
Barn. Wicitaanka: Nidaamka Federaalka	wararka
Wasiir Caawa Lagu Dilay Magaalda Muqdisho	soomaaliya
VOA oo kulan dadweyne ku qabatay Garoowe	soomaaliya
Ciidamada Kenya Oo Ka Baxay Ceel-Cadde	soomaaliya
Milan oo Qandaraaska u Kordhineysa Suso	bogga ciyaaraha
Somalia iyo Kenya oo isku Afgaran la' dib u Celinta Qaxootiga	soomaaliya
Duufaantii Irene oo Khasaaraheedii sii Wadda	wararka
Addis-Ababa: Shir looga hadlayo arri. Somalia	wararka
Mursi iyo Garsoorayaasha Masar oo Kulmaya	afrika
Faah faahin ku saabsan Miisaaniyadda DKMG	wararka
Dalalka ugu farxadda badan dunida 2020 oo la shaaciyey	caalamka
Wararkii ugu Dambeeyey ee Weerarkii Muqdisho	soomaaliya
Dhimashada Shilkii Puntland oo Korartay	soomaaliya
Faaqidaadda: Tahriibka iyo Magefayaasha	soomaaliya
"RW Kheyre: ""Wali Musuq maasuq baahsan ayaa dalka ka jira"""	soomaaliya
Martida: Xaashi Nuurre Aw-diinle	wararka
Al-Shabaab oo Sheegatay Qaraxii Djibouti	soomaaliya
Faaqidaadda: Kala dirista guddiga maaliyadda baarlamanka	soomaaliya
al-Shabaab oo Dib-Qabsatay Jaziiradda Kudhaa	soomaaliya
Trump oo laga xiray bartiisii Twitter-ka	maraykanka
Gantaal ku dhacay Tel Aviv oo dhaawacay 7 qof	caalamka
Mahiga oo Muqdisho Booqday	wararka
London: Dhimashada oo Shan 5 Gaartay	caalamka
Netanyahu: Iran waxay qarineysaa hub nukliyeer	caalamka
Yurub oo ka Walaacsan Donald Trump	maraykanka
Qaadka iyo Soomaalida Kenya	wararka
Turkey oo dacwado kusoo oogtay 20 Sacuudiyaan ah	caalamka
Xil. Caasha oo ka Hadashay Qoondada Haweenka	soomaaliya
Wenger: Waan u dhowaa saxiixa Ronaldo	bogga ciyaaraha
Qarax lala beegsaday ciidamada DKMG	wararka
Chelsea, Arsenal iyo Tottenham oo wada badiyay	bogga ciyaaraha
'Awoodda Al-Shabaab ma sii kordheyso'	soomaaliya
Maputo: Soomaali Dooni la Degtay	wararka
Sucuudiga oo Xaqiijiyay Geerida Khaashuqji	caalamka
Mareykanka: Burcad Badeed Soomaali ah oo la Xukumay	maraykanka
Wasiirka Duulista Hawada Somaliland	wararka
Yaa Maalgeliya Ololaha Doorashada Somalia?	soomaaliya
Mogadishu oo Guushii Chelsae Looga Dabbaaldegay	wararka
Shirkii Heritage ee Djibouti oo lasoo geba gebeeyey	afrika
Farmaajo oo darajooyinka ciidan ka xayuubiyey Sarreeye Guuto Saadiq Cumar Maxamed	soomaaliya
Ciidamada dowladda Libya oo dib u qabsaday magaalo muhiim ah	afrika
Kerry: Waa Xilligii Xal Siyaasadeed Loo Heli Lahaa Syria	caalamka
Ammuuraha Islaamka: Duruusta laga Dhaxli Karo Siirada Nebiga NNKH	wararka
Al Bashir oo ka dagay xilka gudoomiyaha xisbiga NCP	afrika
Dabaal degga 34aad ee Xornimada Jabuuti	wararka
Dad ku Dhintay Weerarkii Hotel SYL	soomaaliya
Al-Shabab oo Galay Tuulda Haluqa ee Gaarisa	afrika
Martida: Xil. C/laahi Sheekh Ismaaciil	wararka
QM Oo Cambeereysay Weerarkii Hotel Saxafi	soomaaliya
QM: Gargaar ayaan Siinay kala bar Dadkii Baahnaa	wararka
Iran oo ka jawaabtay cunaqabteynta Trump	maraykanka
Muran ka Taagan Doorashada Tunisia	afrika
Cawayska: Fanaannada Laki Xaaji Wacays	wararka
Baarlamanka Masar oo ansxiiyay xeerar cusub	afrika
120 Yahuud ah oo la geeyey goobaha barakeysan ee Qudus	caalamka
Dooddi Musharixiinta Madaxweynanimada Mareykanka ee u Danbeysay	caalamka
Xuska Mowliidka oo Ohio laga Qabtay	maraykanka
Dhaqanka iyo Hiddaha Q-87-aad (Suugaanta Dumarka)	wararka
Maxay yihiin caqabadaha horyaalla Maxamed Mursal?	soomaaliya
Masjidka Al-Aqsa Oo Kaamiro Lagu Xirayo	caalamka
Dagaallo ka Dhacay Muqdisho	wararka
Soomaali lagu dilay dalka Canada	soomaaliya
Faaqidaadda: Deeqda Soomaalida	wararka
Afghanistan: Maraykanka oo Kordhiyey Weerarka ISIS iyo Taliban	maraykanka
Soomaali Dalbatay Joojinta Dacwadda Cali Samatar	wararka
Britain: Waan ka walaacsannahay Dagaallada Somalia	wararka
Sharci hor-yaalla baarlamanka Itoobiya oo laga digay	afrika
Qaramada Midoobay oo Somalia Kulan ka Yeelatay	soomaaliya
Wicitaanka Dhagaystayaasha iyo Sh Aadan Madoobe	wararka
Faaqidaadda Toddobaadka: War-murtiyeedkii Addis Ababa	wararka
Muranka Garoomada Diyaaradaha Gaalkacayo	soomaaliya
Dagaallo culus oo ka Dhacay Muqdisho	wararka
Nigeria: Qarax ka dhacay masjid oo lagu dilay 50 qof	afrika
Gargaar la Gaarsiiya Buulo Burde	soomaaliya
Ban Ki-Moon oo Muqdishu Booqday	soomaaliya
Pompeo: Dunida waa inay ka hortagtaa China	maraykanka
Saxafiyiin ka cabanaysa xarig loogu geystay gobolka Gedo	soomaaliya
Mareykanka oo Gantaallo Geeyey S. Korea	maraykanka
La Dagaalanka Kooxaha al-Qaacida	wararka
Wasiir Ku Dhintay Qarax Ka Dhacay Baakistaan	caalamka
Caweyska Washington: Qoys Dumay iyo Sheekooyin Kale	wararka
Somalia's Government, Moderate Islamists Sign Alliance and Power Sharing Deal	wararka
Maxaa kusoo kordhay xiisadda Turkey iyo Greece?	caalamka
Golaha ammaanka oo ka shiraya muhaajiriin lagu iibiyey Libya	afrika
Fadeexad Loo Heysto Ilaalada Obama	maraykanka
Booliska Kenya oo Lagu Eedeeyay Kufsi iyo Jirdil	afrika
Jeddah: Qarax ka Dhacay Meel u Dhow Qunsuliyadda USA	maraykanka
Dhaqanka iyo Hiddaha Qeybta 4-aad (Deelqaafka)	wararka
Dowladda Kenya oo debcisaday xayiraadihii socdaalka	afrika
Twitter Oo Is-beddelo Lagu Sameyn Doono	maraykanka
Ganacsiyada Muqdisho oo dib usoo kabanaya	soomaaliya
Lataliyihii Amniga Qaranka Mareykanka oo Iscasilay	maraykanka
Jordan: Qoraa Maxkamad lagu Hor Toogtay	caalamka
Militants Ban School Bells in Somali Town	wararka
Barnaamijka Dhaqanka iyo Hiddaha, Qeybta 378	soomaaliya
Kuuriyada Waqooyi oo Gantay Gantaal	wararka
Muhaajiriin soo garay xadka Mareykanka	maraykanka
Caalin: Doorasho ayaan Filaynaa	wararka
Trump oo lacag u raadinaya dhismaha darbiga xuduudda	maraykanka
Mareykanka oo Iska Fogeeyey Afgambigii Turkiga	maraykanka
Shirkii Garoowe oo Natiijo La'aan ku Dhammaaday	soomaaliya
Wareysi: Hooyada Wiil lagu Dilay London	caalamka
Bandhiga Buugaagta Hargeisa oo Furmay	soomaaliya
Aqalka Cad: Trump Wuu Ceyrin Karaa Mueller	maraykanka
Ciraq: Ciidamada Mareykanka ma haystaan fasax joogitaan	caalamka
Xarrun ka Hor-tageysa Xag-jirnimada oo Muqdisho Laga Furey	soomaaliya
Xubno ka tirsanaa ololaha Trump oo dacwado lagu soo oogay	maraykanka
Deg Deg: Doorashada Galmudug ee Aqalka Sare	soomaaliya
Sheekh Shariif: Al-shabab Si Weyn ayaa looga Adkaaday	wararka
Madaxweyne Obama iyo John Boehner oo Kulmay	maraykanka
Farmaajo oo ku baaqay shir uu la yeelanayo madaxda Dowlad-goboleedyada	soomaaliya
Siilaanyo oo ka Digay Dhismaha Ciidanka Somalia	soomaaliya
Masar: Weerar lagu Qaaday Goob Taariikhi ah	afrika
Caweyska Washington: Wareysi Siyaasiga Waran Cadde	wararka
Shacab lagu dilay gaari lagu rasaaseeyey Balcad	soomaaliya
Minnesota: Qof Afaraad oo Xukun Lagu Riday	maraykanka
Boqolaal Kun oo Haween Ah oo ku Banaanbaxay Washington	maraykanka
Guryo ku Gubanaya Magaalada Hargeysa	wararka
Kacdoonka Carabta: Qeybtii Labaad	wararka
Shir Caalami ah oo Maanta ka Furmay Hargeysa	soomaaliya
Bandhigga VOA: Caqabadaha haysta Suugaanta iyo Maaweelada Caruurta Soomaalida	soomaaliya
Roobab ka da'ay Muqdisho oo sababay khasaare nafeed oo horleh	soomaaliya
Dowladda Somalia oo Faahfaahisay Shirka London	soomaaliya
Emailka Agaasimaha CIA oo la Jabsaday	maraykanka
WHO: Dagaaladu Dhibaato ayey u Geystaaan Caruurta Somalia	wararka
Ciidamada DF iyo kuwa Jubbaland oo la wareegay deegaanka Janaay Cabdalle	soomaaliya
Halkee marayaan howlaha ballaarinta dekedda Berbera?	soomaaliya
Howlgal ka Dhan Shabaab oo ka Billaabanaya Somalia	soomaaliya
Faaqidaadda: Aqoonsiga dowladda ee Axmed Madoobe	soomaaliya
Le Pen Iyo Macron oo Is Weeraray	caalamka
"C/Weli Gaas: ""Heshiis Ayaa La Gaari Doonaa"""	soomaaliya
Soomaalida Ohio oo la Kulmay Siyaasiyiin Maraykan ah	soomaaliya
R/W Cabdiweli: Wadahadal Diyaar baan u Nahay	wararka
Dibad-baxyada Lebanon oo galay toddobaadkii labaad	caalamka
Faaqidaadda: Faragelinta Wadamada Gobolka	wararka
Mareykanka: Dawo la ogaaday inay caawiso bukaanada COVID-19	maraykanka
Kenya oo Bandow Gelisay Mandheera	afrika
Muqdisho: Dagaallo dhacay iyo qubuurro la bur-buriyay.	wararka
Qarax la eegtay baaburta AMISOM	soomaaliya
Cawayska Washingto iyo Beer Laxawsiga Gabdhaha	wararka
"Guddiga Dastuurka: Dastuurkani waa ""Dastuur Yare"""	wararka
Musharixiinta Jamhuuriga oo Dood kale Yeeshay	maraykanka
Cabdalla: Hala Beddello magaca ku-meelgaar.	wararka
"Mahdi Guuled ""Dacwadda badda waa ka madax-bannaan tahay xiriirka Kenya"""	soomaaliya
Usain Bolt oo ku biiraya Valletta FC	bogga ciyaaraha
Dowladda oo soo Dhaweysay Safiirka Maraykanka	soomaaliya
Ethiopia oo bilowday buuxinta biya-xireenkeeda	afrika
Cesar Sayoc oo maanta la maxkamadeynayo	maraykanka
Eritrean Man Charged in New York with Aiding Somali Terrorist Group	wararka
Warar Cusub oo ka Soo Baxaya Dadkii lagu Laayay Marka	soomaaliya
Falanqeyn: Codsiga Kenya ee Taageerada Carabta	wararka
Dad badan oo lagu laayay magaalada Cadan ee dalka Yemen	caalamka
Soomaaliya oo Sanadka 2020-ka Hiigsaneysa Doorasho Dadweyne	soomaaliya
Dhalinyarada Qurbajoogta oo ka Hadlay Halista Cudurada Dhimirka	soomaaliya
Nigeria: Dad Laga soo Furtay Ururka Boko Xaraam	afrika
Trump oo Xukunkii Xabsiga ahaa ka Cafiyey Roger Stone	maraykanka
Hiiraan: Dagaal Beeleed ay ku Dhinteen 15 Qof	soomaaliya
Muqdisho: Bam Gacmeed lagu Tuuray Makhaayad	wararka
Dastuurka Cusub: Cutubka 7aad Qaab-Dhismeedka Federaalka ee Jamhuuriyadda	wararka
Shirkii Kismaayo oo Baaqday	soomaaliya
Madaxweyne Farmaajo oo dib ugu soo laabtay Muqdisho	soomaaliya
Virginia: Burcadbadeed Dacwaddooda la laalay	wararka
New York: Khubaro ka Hadlaysa Xagjirnimada Somalia	wararka
Ciidamada Syria Oo Xoog Ku Galay Al-xafeh	wararka
Dagaal Dhexmaray Somaliland iyo Puntland	soomaaliya
Lubnaan: Kacdoon ka dhan ah hoggaamiyayaasha dalka oo lagu baaqay	caalamka
Masar oo Doorasho ka Bilaabatay	wararka
Taliban oo rajo ka muujisay wada-hadallada Mareykanka	maraykanka
Isu socodka gobollada Canada oo xayiraad lagu soo rogay	caalamka
Sidee go’aanada laga filayo Biden u saameynayaan Soomaalida?	maraykanka
Somalia, Eritrea iyo Ethiopia oo kulmaya	soomaaliya
Kim Jong oo Maanta La Aasay	wararka
Madaxweyne Shariif oo la Kulmay Madaxweynaha Uganda	wararka
Maxaa Kasoo Bixi Kara Shirka Madasha Qaran?	soomaaliya
Madaxweyne Xasan oo Wada-hadal u Tagey Beledweyne	soomaaliya
Martida Makrafoonka iyo Interpeace	wararka
Ciidamo qarax lagula eegtay jidka Balcad iyo Jowhar	soomaaliya
Garoonka ciyaaraha ee Stadium Muqdisho oo dib loo furay	soomaaliya
Netanyahu oo raadinaya cadaadiska Yurub ee Iran	caalamka
Ciidamada Malaysia oo Markab soo Furtay	wararka
Ciidamada Turkiga oo billaabay howl-galka Syria	caalamka
Wararkii u Dambeeyey ee J. Khashoggi	caalamka
Kenya: Gabagabada Ololaha Doorashada	afrika
Saudi: Dab Isbitaal Ka Kacay Oo 25 Qof Dilay	caalamka
Xus loo Sameeyey Weerarkii Gaarisa, Kenya	afrika
Uhuru iyo Farmaajo oo Heshiisyo ku Saxiixday Nairobi	soomaaliya
Jabuuti: Natiijada Doorashada Baarlamaan oo Si Rasmi Ah Loo Shaaciyay	afrika
Ukraine: Wariye Qarax Lagu Diley	caalamka
Laba Beelood oo ku Dagaalamay Beled-xaawo	soomaaliya
Musharaxiinta Doorashada Jabuuti oo la Shaaciyey	afrika
Amisom oo 'Baareysay Dhacdadii Wardinle'	soomaaliya
Golaha Wasiirada oo Ansixiyey Hindise Sharciyeedka Hubka	soomaaliya
Xiisad siyaasadeed oo ka taagan Malaysia	caalamka
Martida Makrafoonka: Cabdiraxman Xoosh	wararka
Kenya oo baareysa $71 milyan 'oo lagu lunsaday' Coronavirus	afrika
Eritrea: Ma aqoonsanin dowladda Somalia	wararka
Obama oo Madaxda Caalamka Kala Hadlay Ebola	afrika
Exclusive Interview with Ahmedou Ould-Abdallah	wararka
Ganacsade Lagu Dilay Gaalkacayo	soomaaliya
UNICEF oo ka walaacsan halista Coronavirus ee caruurta Soomaalida	soomaaliya
Hamdok oo ka digay dagaal sokeeye oo ka dhaca Sudan	afrika
Dowladda: Saldhig ISIS Ayaan Burburinay	soomaaliya
Ahlu-Sunna oo ka Hadashay Muranka Baarlamaanka	wararka
Somali President Criticizes International Community	wararka
Maxay salka ku haysaa xiisadda Erdogan iyo Mario Draghi?	caalamka
USA: Maxkamadda Sare oo La Weydiiyay inay Joojiso Go'aan Xaakim	maraykanka
Dawladda Somalia oo Erdogan Garab Is-taagtay	soomaaliya
Ra'iisul Wasaarihii hore ee Soomaaliya oo ku geeriyooday Hargeysa	soomaaliya
New York Police Arrest two Americans on Charges of Conspiring to Commit International Terrorism	wararka
Wareysi: Xiriirka Dhaqaale ee Jabuuti iyo Ethiopia	afrika
Yemen: Soomaali laga Sii daayay Xabsi	wararka
Baydhabo: 5 Qof oo Dil Lagu Xukumay	soomaaliya
Xiriirka Maraykanka iyo Pakistan	wararka
UNHCR: Waan ka walaacsan nahay khasaaraha rayidka.	wararka
Muhaajiriin Soomaali ah oo Lagu Xiray Masar	soomaaliya
Muxuu go'aanka madax goboleedyada uga dhigan yahay guddiga doorashada?	soomaaliya
Shariif Xasan oo Beeniyay inuu Lacag Lunsaday	wararka
Danjiraha Turkiga ee Somalia oo Booqday Garowe	wararka
Obama oo la Kulmay Dhalinyarada Afrika	maraykanka
WHO: Europe waa Xuddunta Coronavirus ee Waqtigan	caalamka
Muqdisho: Todoba ayaa Dhimatay 30 kalena waa Dhaawac	wararka
Sacuudiga oo Somalia ku Cadaadinaya in Qatar ay Xiriirka u Jarto.	soomaaliya
Sameynta Daawada Been Abuurka (Q-2)	wararka
Shariif Xasan oo 2-dii Sano laga Diiday	wararka
Alshabab iyo Ahlusuna oo wali ku Dagaalamaya Gobolada Dhexe	wararka
Barnaamijka Falanqaynta Cayaaraha	bogga ciyaaraha
M/weyne Geelle oo Booqday Muqdisho	wararka
Liverpool oo Ku Kuftay Etihad Stadium	bogga ciyaaraha
Somalia Rejects Amnesty Report on Somalia Arms Control	wararka
Maxaa maanta ka cusub xaaladda Muqdisho?	soomaaliya
Trump: Coronavirus ayaa ka xun Pearl Harbor iyo 9/11	maraykanka
Macedonia: Booliska Iyo Muhaajiriin Isku Dhacay	caalamka
Tallaalka AstraZeneca oo waxtarkiisa la xaqiiyay	caalamka
Sudan: militariga oo ku dhawaaqay xaalad degdeg ah	afrika
Abiy Ahmed oo sheegtay inay qabsadeen Galbeedka Tigray	afrika
India oo ka hadashay doonyo la afduubtay	wararka
South Africa: Dadkii ugu horreeyey oo u dhintay Coronavirus	afrika
Qarax ka Dhacay Turkey oo lagu Dilay Saraakiil	caalamka
UNHCR: Diyaar ayaan u nahay in aan ka howlgalno gobolka Tigray	afrika
Dr. Fuje oo faah-faahiyey go'aan kasoo baxay dowladda	soomaaliya
18 ku Dhimatay Weerarkii Xarunta Waxbarashada	soomaaliya
Dowladda oo Furtay Sanduuq Dhaqaale	wararka
Xiisad ka Dhex Oogan Turkey iyo Holland	caalamka
Madaxtooyada Sanca Oo La Duqeeyey	caalamka
ILEYSKA VOA: Beerashada timaha ee dadka bidaartu gasho	soomaaliya
Somali Pirates Hijack Ships from Exceedingly Far Away off the Somali Coast	wararka
Faaqidaadda: Xilliga Shirka Muqdisho	wararka
