text	label
Azo Jerena Antserasera Ny Sarimihetsika , Lahatsary Fanadihadiana Sy Sarimihetsika Fohy Shiliana Miisa 1000 Mahery	Kolontsaina
Senegaly : Lakana-Taxi any Dakar ?	Kolontsaina
Emirà Arabo Mitambatra: Lahatsary Mampihoro-koditra Nanafintohina Izao Tontolo Izao	Zon'olombelona
Polonina: Fanambarana Iombonan'ny Zanaky ny Web	Siansa_sy_Teknolojia
“Casa Morada” Na “Ilay Trano Volomparasy”, Fikambanana Iray Ao Medellin Any Kolombià ‘ Hamoronana, Hankafizana Ary Handinihan-tena’	Kolontsaina
Kondwani Munthali: Bilaogeran'ny Taona ao Malawi	Siansa_sy_Teknolojia
Nosakanan'i Myanmar ny aterineto ao amin'ny faritra miady ao amin'ny fanjakana Rakhine sy Chin	Zon'olombelona
Benin : Niletika ny filaharan'i Benin ara-pahalalahana ara-fampahalalam-baovao	Politika
Mpitondra Môtô Ao Arzantina: Miady Amin'ireo Fepetra Manavakavaka	Politika
Afrika : Ny hantsan'ny tambanjotra miridiridy	Siansa_sy_Teknolojia
Fifidianana Indiana 2009: Andriamanitra sy ny Firenena	Politika
Korea Atsimo : Ny fiasan'ilay teoria hoe misy fiantraikany amin'ny maha-izy ny tsirairay ny sokajin-dràny	Kolontsaina
Karaiba: Ho Fanohanana Ny Renintsika	Zon'olombelona
Global Voices Amin'ny Teny Aymara: Mitahiry ny Tenin-janatany Ao Anaty Aterineto	Kolontsaina
Rahonan'ny masoivoho Rosiana ao Skopje horaiketina ireo tsy mitovy hevitra amin'ny fironana ofisialy an'i Kremlin, lazaina ho ‘Russophobes (mankahala Rosia)’	Zon'olombelona
GV Face: Fihetsiketsehana Tanamasoandro Ao Taiwan	Politika
Iran : Naiditra am-ponja ny Dr. Sohrab Razaghi, mpivoy ny fandalana ny zon'olombelona	Zon'olombelona
Mampahatsiahy An'Ireo Rosianina Ny Tamin'ny Fizarazarana Ara-Politika Ny Korontana Ara-poko	Politika
Zeorzia: Fifidianana Mpitondrateny Antenimiera Virtoaly	Politika
Kroasia: Zo Ara-Pananahan'ny Vehivavy, Manomboka Ve Ny Fanisàna Ora?	Zon'olombelona
Kazakhstan: Politika, fifandanjana ara-poko ary ny mpanohitra	Politika
Tonizia: Andro fifidianana androany!	Politika
Nesorin'ny Governemanta Ao Honduras Mba Hanatsaràny Ny Endriny Ve ireo Mitokona Tsy Mihinan-Kanina?	Politika
Toy Izao Ny Endriny Rehefa Midina Ao Però Ireo Vorona An'arivony Mpifindra Monina	Tontolo_iainana
Tononkalo Malagasy 4 Miresaka Fitiavana Tsy Azo Tanterahina Amin'izao Saint Valentin – Andron'ny Mpifankatia Izao	Kolontsaina
Tsia, Tsy Manery Ny Lehilahy Hanambady Vehivavy Roa Farafahakeliny i Eritirea	Kolontsaina
Palestiniana Mpanao Gazety Manoritsoritra Ireo Andro Maro Nijaliany, Ireo Tsindrona Mistery Nataon'ny Sampam-pitsikilovana Palestiniana Azy	Zon'olombelona
Ligy Arabo Mikasika An'i Gaza: “Blah Blah… Blah Blah Blah”	Kolontsaina
Maneran-tany: Zarao Amin'izao Tontolo Izao ny Fiainanao Ny 11-11-11	Kolontsaina
Libanona: Raha foana tahirin-tsolika	Siansa_sy_Teknolojia
Tonizia: Manomboka ny fisoratana anarana hifidy, Tatitra olana ara-teknika	Politika
Arahabao i Bassel fa tsingerintaona nahaterahany ny 22 Mey	Zon'olombelona
Ny fanehoan-kevitr’ireo firenena miteny Portiogey tamin’ny naha-voafidy an’i Jair Bolsonaro ho filoham-pirenena	Politika
Jordania: Naningotra ny fotoana nampanonofy antsika ve ny teknolojia?	Siansa_sy_Teknolojia
Mandalina ny Endritany Niomerika Ny Fivorian'ny Manampahaizana Miray Anaty Tambajotra ao Melbourne	Siansa_sy_Teknolojia
Sina: Fijerim-bahiny ny Rantin'i Shanghai	Kolontsaina
Bilaogera Milaza Fa Hoesorina Ny Minisitry ny Raharaham-Bahiny Rosiana	Politika
Korea Atsimo sy Avaratra Anatin'ny ‘Tany Miady’	Politika
Iran: Nanokatra fantsom-pahitalavitra persiana vaovao ny BBC	Kolontsaina
Nakaton'i Kyrgyzstan Noho Ny Antony “Mahery Fihetsika” Ny Archive.org.	Siansa_sy_Teknolojia
Mampisaintsaina Lalina ny Tontolon'ny Bilaogy Karaibiana Ny ‘Salopety’ Ho An-dehilahy	Kolontsaina
Nahatonga Hetsi-panoherana Nasionaly Ny Tolotra Ratsy Omen'ny Orinasam-Pifandraisana Finday Saodiana	Zon'olombelona
Ny Teny Malaza 4 Tsy Afaka Am-Bavan'ny Maro Tao Japana Tamin'ny 2013	Kolontsaina
Nahazo loka tao amin'ny fanaovan-gazety an-tserasera ny andian-dahatsoratry ny Global Voices Sombintsombiny avy any Syria	Zon'olombelona
Espaina : Melohin'ireo Niharan'ny Fampihorohoroana Ny Amnesty International	Zon'olombelona
Maka Sary Ny Ranomandry Fanombohan'ny Vanim-potoana Ny Iraniana	Kolontsaina
Afa-miaritra tsy fisian-drano mandritra ny herinandro maro ny faritra mahantra indrindra ao Jordania, ny manankarena kosa mahazo famatsian-drano 24/7	Tontolo_iainana
Ejipta: Mifaly izao tontolo izao satria niala i Mubarak	Politika
Georgia: Miarahaba nahatratra ny taona	Kolontsaina
Miomana Ho Amin'ny Hetsika Fanapoaham-Bilany Manerana Ny Firenena i Kolombia	Zon'olombelona
Nahariharin'ny Andron'ny seza foana ny manjò ireo mpanao gazety okrainiana nogadraina	Zon'olombelona
Nankatoavin'ny Kongresy Ao Meksika Ilay Volavolan-Dalàna Fanavaozana Ny Angovo Izay Hamarana Ny Amphimamban'ny Fanjakana Amin'ny Solika	Politika
Malawi : William Kamkwamba any amin'ny gazety Wall Street Journal	Siansa_sy_Teknolojia
Inona No Ratsy Indrindra Ho An'i Inda: Ny Rivodoza Hudhud Sa Ny Fisavoritahan'ny Media Momba  Azy?	Tontolo_iainana
Tafio-drivotra Mahery Vaika Vongfong Namono Olona 2, Maherin'ny 70 Kosa No Naratra Tao Japana	Tontolo_iainana
Pakistàna: Ny Lova Navelan'i Benazir Bhutto	Politika
Tonga Hatrany Bahrain ny Fampihorohoroana Isam-paritra	Politika
Vesatry Ny Fanaovana Politika, Fanazavana Ny Fifidianana Any Kamerona	Politika
#Yemen: Vodaroky Ny Drôna Amerikana i Dhamar	Politika
Tanora Stalinista manimba ny endriky ny tsangambato vaovaon'ny ‘mpamadika’ Aleksandr Solzhenitsyn	Kolontsaina
Ahmadinejad sy i Chavez: ”Miala Any ny Resa-Pitiavana’	Zon'olombelona
Fianakaviana mitolona mitady izay hanampiana ireo Azerbaidjaney tafahitsoka ao amin'ny tanàna iray tratry ny fahirano ao Okraina	Politika
Nampandoa onitra goavana ho an'ny tranonkala tsy miankina iray ireo mpandrindra ny media Rosiana	Politika
Meksika : Fankalazana ny faha 100 taonan'i Cantinflas	Kolontsaina
Antsipirihan'ny Laminasa Momba ny Zon'ireo LGBTIQ ao Kiobà Avy Amin'ireo Kiobàna Mpikatroka	Zon'olombelona
Tsy Miraharaha Ny Fanoherana Mivaivain'ny Vahoaka Ny Governemanta Jordaniana, Nosoniaviny Ny Fifanarahana Entona Miaraka Amin'i Israely	Politika
Maraoka ‘Varavaran'i Hollywood Mankany Amin'ny Tany Hay’, Fa Tsy Izay Ihany	Kolontsaina
Nandatsa-bato Ny Afghan Na Dia Teo Aza Ny Korontana Nataon'ny Taliban	Politika
Brezila: ny fandripahan'alan'i Amazona sy ny ampitso	Tontolo_iainana
Kôngô-Brazzaville : Fanapariahana ny teny manambara ny zon'ny vahoaka indizeny	Zon'olombelona
Kamerona: Domberina Rehefa Nahita ny Valim-Pifidianana Filoham-Pirenena	Politika
Avy any Meksika hatrany Aostralia, miverina mandinika ny aterineto ho an'ny fitenin-dry zareo ireo tanora teratany	Zon'olombelona
Moldavia: Saritaka diplomatika nandritra ny fetim-pirenena Rosiana	Politika
Tonizia: Ny Fifidianana 23 oktobra Fitsapana Demokratika Lehibe	Politika
Nilaza Ny Filoha Fa Misy Miaramila Ongadey Maty An'Ady Ao Sodàna Atsimo	Politika
Borkina Fasô : Borkina Fasô kinga kokoa noho ny Neo-Zealandey amin'ny taranja baolina lavalava !	Kolontsaina
Civiblog – Bilaogy Ho An'ny Fiarahamonina Sivily	Siansa_sy_Teknolojia
Nivoady Tsy Handràra Ny WhatsApp, Skype Sy Ny Antso Viber Ny Minisitra Ghaneana	Siansa_sy_Teknolojia
Mirohondrohona Ao Amin'ny Media Sosialy Japoney Ny Bibikely: Tsara, Mahafinaritra, ary Volotsangana	Kolontsaina
Resadresaka nifanaovana tamin'i Bektour Iskender, mpiara-nanorina ilay toeram-pivarotana anà Kyrgyz notafihina noho ny fanadihadiana mikasika ny kolikoly	Zon'olombelona
Mafana Fo Te-hanangana Tsangambato Ho an'ilay Mpanao Ratsy Malaza Indrindra Anty Sarimihetsika Any Rosia	Kolontsaina
Ejipta: Ny mahery fonay, Wael Ghonim	Zon'olombelona
Oganda: Adihevitra Taorian'ny Fanambarana Nataon'ny Filoha Mikasika ny Solitany	Politika
Vondro-Nosy Virijiny Etazonia: Ny Fiantraikan'ny Rivodoza Earl	Tontolo_iainana
Mozambika: Miankina amin'ny fanampiana ara-bola	Politika
Japana: Mahazo Fanohanana Avy Amin'ny Tanàna Japoney i Obama	Politika
Tsarovana Noho Ny Fitiavany Ny Kisendrasendra i Harold La Borde, Trinidianina Voalohany Nitety Sambo Izao Tontolo Izao.	Kolontsaina
Andron'ny Valantserasera PTY ao Panama	Siansa_sy_Teknolojia
Ny aorian'ny #EndSARS: Ny fandraràna ny Twitter sy ny dikan'izany ho an'ny tanora Nizeriana	Zon'olombelona
#SaveSaman: Ezaka Farany Hamonjena An'i Saman Naseem Ao Iran Tsy Hovonoina Ho Faty	Zon'olombelona
Mozambika : Ilay Bilaogera Tsy Voafehy Ao Amin'ny Facebook	Politika
Manisy Hisatra Amin'Ireo Film Tsy Miankina Ny Ao Kiobà	Kolontsaina
Syria: ” Tahaka ny hoe firenena roa i Syria – amin'ny zavamisy roa samihafa”	Politika
Avy ao Angletera Mankao Maraoka ary Gaza	Kolontsaina
Nivadika Nanoratra Bilaogy Ireo Mpanao Gazety Iharan'ny Teritery Ao Gambia	Siansa_sy_Teknolojia
Ejipta: Filaharambe Amin'ny Fifidianana Ejiptiana Dingana Faharoan'ny	Politika
Libanona : “Ireo zanakisoa telo”	Politika
Myanmar: Ny fetiben'ny Thingyan 2007	Kolontsaina
Eran-tany: Firohotan'ny Twitter Ho An'i #TroyDavis	Zon'olombelona
India: Fanarahamaso ny fandikàna lalàm-pifamoivoizana amin'ny alalan'ny Facebook	Siansa_sy_Teknolojia
Ny raharaha emoji mate sy ny maha-zavadehibe izany ho an'i Amerika Atsimo	Siansa_sy_Teknolojia
Trinite Sy Tobago: Mibilaogy Zavakanto	Kolontsaina
Tovolahy Mpianatra Teratany Zambiana Nahazo Sertifika Avy Amin'ny Microsoft	Siansa_sy_Teknolojia
Mety ho tsy fantatrao —raha miteny espaniola ianao dia mety miteny arabo sasantsasany ihany koa	Kolontsaina
Iran : Tantara an-tsarin'ny tantara ho hitan'ny mpifankatia Iraniana roa	Kolontsaina
Noraràna tsy hiditra tamin'ny resaka nataon'i Poutine tao Budapest ny sasany tamin'ireo vahiny mpanao gazety	Politika
Gabo An'ny Olona Rehetra	Kolontsaina
Korea Avaratra any amin'ny bolongana	Kolontsaina
Mankalaza Ny Asa Mozika Sy Hatsikana An'ilay Mpikambana Tao Amin'ny ‘Les Luthiers’ Maty, Daniel Rabinovich	Kolontsaina
Lavin'i Cui Jian, Kintan'ny Rock Shinoa, Ny Hihira Eo Ambany Sivana	Kolontsaina
Mahita Ireo Fanenitra Goavana ‘Mampidi-doza’ Ho Mahafatifaty, sy Manainga Fanahy, ireo Japoney Sasany—Matsiro Mihitsy Aza.	Siansa_sy_Teknolojia
Yemen: Vita koa ve i Ali Abdullah Saleh?	Politika
Lasibatry ny famonoana olona maro araka ny didim-pitsarana ny Baloch vitsy an'isa 	Zon'olombelona
Arabia Saodita: Tohanan'ny mpiserasera ny Ejipsiana amin'ny fitroarany	Politika
Malezia: Naato tao amin'ny parlemanta i Anwar Ibrahim	Politika
Hafatra An-Dahatsoratra Ve No Nitarika Ny Fisamborana Ilay Gadra Iraniana-Amerikana Navotsotra Vao Haingana?	Zon'olombelona
Tao Amin'ny Tsenan'ny Mozikan'i Bogotá, Miresaka Ny Vinan'ny Fandriampahalemana Ny Tanora Mpiangaly Mozika	Kolontsaina
Kim Kardashian, Baomba Mandatsa-dranomaso Ary Milkshake any Bahrain	Kolontsaina
Maldiva: Ho Firaisankina amin'i Ejipta	Politika
Nampandany fitaovana vaovao hanaovana ny sivana amin'ny aterineto ny antenimieran-doholona meksikana, tsy niraharaha akory ny fombafombam-panaovan-dalàna	Siansa_sy_Teknolojia
Sénégal : Herinandro Mety Hampidi-doza Indrindra	Politika
#JusticeforJisha (Ny rariny ho an'i Jisha): Manohitra Ny Fanolanana Sy Ny Famonoana Ilay Dalit Vehivavy i India	Zon'olombelona
Japàna: Mpaka saringajety Japoney maty tany Myanmar	Kolontsaina
Vehivavy mpitarika miresaka fanentanana amin'ny zo nomerika ao Thailandy	Politika
Zavatra Dimy Tsara Fantatrao Amin'ny Mariazy Turkmen	Kolontsaina
Tajikistàna : Nahoana Ny Vehivavy Manambady No Matahotra Ny Rafozany, Na Mbola Alohan'ny Hanambadiany Aza	Zon'olombelona
Mahery Vaika Ny Fanafihan'ny Polisy Shinoa Ireo Mpanao Hetsika Nanohitra Ny Fampidirana Am-ponja Ny Filoha Voafidin'ny Tanànakely Iray	Politika
Mpitarika ara-panahy Mayana nampagaina ho ‘mamosavy’ tao Goatemalà, navotsotra avy eo	Zon'olombelona
Mozambika : Raharaha fanapahana ala tsy ara-dalàna hafa	Tontolo_iainana
Mitsambikìna Eny Amin'ny Tetezana Fa Handalo Ny Fiara Mitandahatry Ny Filoha Tajik!	Kolontsaina
Voalaza Fa Nisy Olona Nitam-piadiana Nanafika Ny Mpitarika Ny Mpanohitra Kolombiana, Izay Mampalemy Ny Dinika Ho Amin'ny Fandriampahalemana	Politika
Tonizia: Hasosoran'ireo LGBT Tamin'ny Fanehoan-kevitry Ny Minisitra Momba ny Zon'Olombelona	Zon'olombelona
Angola: Lahatsarin'ny Famoretana Ny Fihetsiketsehan'ny Tanora Tao Luanda	Zon'olombelona
Raha Te-hahafantatra Ny Toetoetry Ny Teknolojia Ao Kiobà, Dia Aza Variana Amin'ny Lohateny Fotsiny	Siansa_sy_Teknolojia
Afrika Atsimo: Te hanoroka sy hanatsara tarehy i Julius Malema!	Politika
Toeram-pitsaharana Iray Kintana Telo Ao Athens Ho An'ireo Mpitsoa-ponenana Ela Nijaliana	Zon'olombelona
Endrika Roa amin'ny Zavamisy Iray: Vaninandro Mafana Tao Amin'ny Nosy Chios (Gresy)	Zon'olombelona
Lalàna Tamin'ny Andron'ny Tsar no Entina Handrarana ny Votoaty Vetaveta ao amin'ny Aterineto	Kolontsaina
Ekoatora: Telo Taona Taorian'ny Lozabe “Factory”	Zon'olombelona
Jamaika, Kiobà, Etazonia: Kiraro iray eny an-tanana	Politika
Zambia : Manahy ny Hisian'ny Fandresena Lahatra An-terisetra Mikasika Ny Fifidianana Ny Mponin'ny Aterineto	Politika
Bosnia Sy Herzegovina: Mamahana Bilaogin-tsary An’ I Sarajevo	Kolontsaina
#DELETECONTROL/: Fanentanana Hanoherana Ny Famoretana Aty Anaty Aterineto	Zon'olombelona
Koety: Mpampiasa Twitter Shiita Voasambotra	Zon'olombelona
Hanonta hajia fahatsiarovana ny fandripahana ny Armeniana i Libanona	Kolontsaina
Andron'ny Vehivavy sy ny Firaisankina	Zon'olombelona
Mampahafantatra ny Bilaogera Malaza Indrindra any Brunei	Siansa_sy_Teknolojia
Misaona An'i Gabriel García Márquez, ilay “Mazisianin'ny Voambolana” i Bangladesh	Kolontsaina
Tsy Misy Azafady, Saingy Amin'ny Lafiny Tsara No Ijeren'ny Japoney Maro Ny Fitsidihan'i Obama An'i Hiroshima	Kolontsaina
Frantsa : #harcelementderue, Ilay Tenifotra Mitantara Ny Fanaovana Zinona Ny Vehivavy Amin'ny Andavanandro	Zon'olombelona
Ny bilaogin'i Libya: herinandro voalohan'ny taona 2007	Kolontsaina
Tranonkala Feno Saripika Avy Eny Ifotony Mampiseho Ny Hakanton'ny Fiainana Andavanandro Ao Myanmar	Kolontsaina
Pakistana: Aoka Izay Ny Fanaovana Anay Ho Toy Ny Fanariam-pako	Tontolo_iainana
Filma fohy mampiseho hoe ahoana izany mainty ao Japana	Kolontsaina
Filipina: “Hong Kong, mifona izahay tamin'ny zava-nitranga”	Siansa_sy_Teknolojia
Myanmar (Birmania) : Tondra-drano mahery vaika indrindra tao anatin'ny 10 taona Tao Amin'ny Vinany	Tontolo_iainana
Mampirisika ireo Lehilahy Singaporeanina Mba Handà Ny Heriserta Ara-Nofo ny Hetsika Fanentanana Kofehy Fotsy	Zon'olombelona
Palestina: “Matahotra ranomasina aho”	Siansa_sy_Teknolojia
Iran: Mpitoraka Bilaogy Nafahana Taorian'ny 25 Andro Nitokonana Tsy Nihinan-kanina	Zon'olombelona
Vondrona Median'ny Fokonolona ao Guatemala Mandrakitra an-Tahirinkevitra ny Fanafihana Mahafaty Atao amin'ny Tanànakely	Zon'olombelona
Manapariaka Ny Bilaogy Aty Afrika Amin'ny Alàlan'ny Onjampeo	Siansa_sy_Teknolojia
“Redención” no sarimihetsika môzambikàna voalohany tafiditra tao anaty lisitra Netflix	Kolontsaina
Venezoela: Fahazazàna, Dihy, Folklore… ary Fampielezan-kevitra	Kolontsaina
Lova navelan'i mpitarika ny indizeny Mama Tránsito	Zon'olombelona
Madagasikara : Taorian'ny fandalovan'ny rivodoza Ivan, ireo takaitra	Tontolo_iainana
‘Hira tsy misy tahotra': Manohitra ny herisetra atao amin'ny vehivavy amin'ny alàlan'ny mozika ny vehivavy Goatemalteka	Zon'olombelona
Kolombia: 201 Taona Nahazoana Fahaleovantena	Kolontsaina
Ejipta:  Fihodinana Farany Amin'ny Fifidianana Ho Filoham-Pirenena An-Tsary	Politika
Zanakalahin'ny Mpanohitra Mpitarika Ny Hetsika Maitso Manohana Ny Fifanarahana Ara-nokleary Iraniana	Zon'olombelona
Ny Hevitry Ny Rosiana Manoloana Ny Fahalanian'i Obama Ho Filoham-pirenena Indray	Politika
Però: Voatsiratsira Indray I Wendy Sulca, Olo-malaza Amin'ny YouTube	Kolontsaina
Indonezia: Tondra-drano sy Fahatapahan'ny Aterineto any Aceh	Siansa_sy_Teknolojia
Japon: Nametra-pialana ny praiministra, ho ela velona anie ny mpandimby azy!	Politika
Mandritra Ny Roanjato Taonan'ny Fahaleovantena Arzantina, Ny Zato Taonan'ny Hatsaran-Tarehy Sy Ny Tantara Ao Anatin'ny 80 Segôndra	Kolontsaina
Kongo (RDC) : Radio Okapi, nandrombaka ny loka “Free Media Pioneer”	Siansa_sy_Teknolojia
Global Lives: Mijery indray ny tetikasa mandrakitra ny fiainan'ny olona	Kolontsaina
Taombaovao Mankalaza Ny Fimaroana ao Bangladesh: Raki-Peo Mankany Amin'ny Lalina	Kolontsaina
Japana: Mandona Be Ilay Amerikana Iray Mpihira Enka	Kolontsaina
Iràna: Vehivavy Mpikatroka Mafàna Fo Ao Amin'ny Facebook Manazava Amin'ny Antsipirihany Ny Nahazoany Sazy Fito Taona An-Tranomaizina	Zon'olombelona
100 andro ho an'i Alaa: Isain'ny fianakaviana ejipsiana ny andro mandra-pamotsotra azy avy any am-ponja	Zon'olombelona
Kambodza: Mihamanakaiky ny BarCamp Phnom Penh 2010	Siansa_sy_Teknolojia
Ny Fiara Kodiaran-telon'i Azia Atsimo Atsinanana	Kolontsaina
Tontolo iainana : « Ireo tanàna maloto »	Tontolo_iainana
Rosìa: Sary tany amin'ny “Zombie Mob”	Kolontsaina
